4.904,22.910,1.750
5.942,35.280,0.910
6.981,60.990,0.990
8.019,33.380,0.360
9.058,17.780,2.320
10.096,10.990,0.210
11.135,7.470,0.480
12.173,6.720,0.510
13.211,4.400,0.580
14.250,4.070,0.630
